id_cliente,id_loja,id_produto,dt_venda,cliente_id,cliente_nome,cliente_sexo,
,loja_id,loja_cidade,produto_id,produto_produto,produto_valor,pagamento_id,pagamento_dt_pgto,pg,tempo_pg
635,7,2,2018-01-24,636.0,Lavinia Carvalho,F,8/21/1994,8.0,Brasília,3.0,laptop básico,2300.0,50.0,2018-03-06,0,41.0
186,10,1,2018-01-24,187.0,Emilly Almeida,F,2/2/1968,,,2.0,teclado,30.0,51.0,2018-03-06,0,41.0
361,6,4,2018-01-24,362.0,Thaís Goncalves,F,1/29/1981,7.0,Salvador,5.0,monitor,1500.0,52.0,2018-02-08,0,15.0
359,2,3,2018-01-24,360.0,Fernanda Rodrigues,F,4/25/1939,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
542,2,3,2018-01-24,543.0,Julieta Costa,F,6/18/1989,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
253,7,3,2018-01-24,254.0,Davi Santos,M,3/2/1997,8.0,Brasília,4.0,laptop gamer,5300.0,53.0,2018-02-06,0,13.0
396,6,3,2018-01-25,397.0,Estevan Cardoso,M,6/26/1975,7.0,Salvador,4.0,laptop gamer,5300.0,54.0,2018-02-22,0,28.0
210,9,6,2018-01-25,211.0,Matilde Alves,F,7/9/1984,10.0,Vitória,7.0,carregador,150.0,55.0,2018-01-25,0,0.0
284,1,7,2018-01-25,285.0,Gustavo Dias,M,6/2/1992,2.0,Rio de Janeiro,8.0,cadeira,540.0,,,1,
340,3,2,2018-01-26,341.0,Kauan Rodrigues,M,9/20/1984,4.0,Belo Horizonte,3.0,laptop básico,2300.0,,,1,
923,7,5,2018-01-26,924.0,Diego Gomes,M,1/27/1986,8.0,Brasília,6.0,impressora,700.0,56.0,2018-03-01,0,34.0
944,6,9,2018-01-26,945.0,Bruna Oliveira,F,10/26/1972,7.0,Salvador,10.0,xxx-231a,3211.352,57.0,2018-02-16,0,21.0
830,5,3,2018-01-26,831.0,José Barros,M,10/13/1967,6.0,Recife,4.0,laptop gamer,5300.0,58.0,2018-02-16,0,21.0
397,3,3,2018-01-26,398.0,Paulo Fernandes,M,5/4/1965,4.0,Belo Horizonte,4.0,laptop gamer,5300.0,59.0,2018-01-31,0,5.0
851,5,9,2018-01-26,852.0,Giovanna Pinto,F,8/11/1998,6.0,Recife,10.0,xxx-231a,3211.352,60.0,2018-02-02,0,7.0
989,2,2,2018-01-29,990.0,Julia Castro,F,9/12/1971,3.0,Curitiba,3.0,laptop básico,2300.0,61.0,2018-02-09,0,11.0
52,2,8,2018-01-29,53.0,Julieta Alves,F,12/26/1988,3.0,Curitiba,9.0,mesa,860.0,62.0,2018-02-28,0,30.0
191,10,3,2018-01-29,192.0,Luana Pinto,F,5/19/2002,,,4.0,laptop gamer,5300.0,63.0,2018-03-01,0,31.0
724,8,3,2018-01-30,725.0,Felipe Correia,M,7/29/1969,9.0,Palmas,4.0,laptop gamer,5300.0,64.0,2018-02-06,0,7.0
971,9,4,2018-01-30,972.0,Marina Lima,F,3/1/1952,10.0,Vitória,5.0,monitor,1500.0,65.0,2018-02-26,0,27.0
640,2,3,2018-01-30,641.0,Danilo Cavalcanti,M,7/11/1977,3.0,Curitiba,4.0,laptop gamer,5300.0,66.0,2018-03-15,0,44.0
248,2,3,2018-01-31,249.0,Leonardo Barros,M,3/24/1960,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
621,2,8,2018-01-31,622.0,Luis Almeida,M,9/28/1973,3.0,Curitiba,9.0,mesa,860.0,67.0,2018-02-25,0,25.0
537,7,9,2018-01-31,538.0,Isabela Barros,F,9/23/1984,8.0,Brasília,10.0,xxx-231a,3211.352,68.0,2018-02-12,0,12.0
503,4,8,2018-01-31,504.0,Igor Rodrigues,M,6/29/1968,5.0,Santa Catarina,9.0,mesa,860.0,69.0,2018-03-17,0,45.0
71,2,3,2018-01-31,72.0,Luana Oliveira,F,11/6/1967,3.0,Curitiba,4.0,laptop gamer,5300.0,70.0,2018-03-07,0,35.0
438,2,7,2018-01-31,439.0,Melissa Lima,F,10/23/1990,3.0,Curitiba,8.0,cadeira,540.0,,,1,
906,10,10,2018-02-03,907.0,Nicolas Azevedo,M,12/9/1985,,,,,,71.0,2018-03-04,0,29.0
509,2,9,2018-02-03,510.0,Julieta Barros,F,6/17/1989,3.0,Curitiba,10.0,xxx-231a,3211.352,,,1,
738,2,3,2018-02-03,739.0,Ana Silva,F,3/24/1979,3.0,Curitiba,4.0,laptop gamer,5300.0,72.0,2018-02-25,0,22.0
460,2,3,2018-02-03,461.0,Rebeca Costa,F,10/14/1987,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
402,6,2,2018-02-03,403.0,Carolina Cunha,F,4/29/1965,7.0,Salvador,3.0,laptop básico,2300.0,73.0,2018-02-23,0,20.0
241,2,6,2018-02-03,242.0,Brenda Barros,F,4/13/1998,3.0,Curitiba,7.0,carregador,150.0,,,1,
762,4,6,2018-02-04,763.0,Manuela Gomes,F,6/29/1961,5.0,Santa Catarina,7.0,carregador,150.0,74.0,2018-03-21,0,45.0
747,2,3,2018-02-04,748.0,Gustavo Almeida,M,5/12/1992,3.0,Curitiba,4.0,laptop gamer,5300.0,75.0,2018-02-04,0,0.0
848,5,2,2018-02-04,849.0,Júlia Ferreira,F,10/29/1944,6.0,Recife,3.0,laptop básico,2300.0,76.0,2018-02-24,0,20.0
290,2,6,2018-02-04,291.0,Clara Pinto,o,12/25/1980,3.0,Curitiba,7.0,carregador,150.0,,,1,
153,1,3,2018-02-04,154.0,Marina Azevedo,F,8/19/1955,2.0,Rio de Janeiro,4.0,laptop gamer,5300.0,77.0,2018-03-20,0,44.0
807,8,3,2018-02-04,808.0,Davi Rocha,M,7/8/1954,9.0,Palmas,4.0,laptop gamer,5300.0,,,1,
771,2,10,2018-02-06,772.0,Carolina Ferreira,F,7/31/1965,3.0,Curitiba,,,,,,1,
94,9,9,2018-02-06,95.0,Fábio Correia,M,9/10/1996,10.0,Vitória,10.0,xxx-231a,3211.352,78.0,2018-02-11,0,5.0
144,6,9,2018-02-06,145.0,Luan Goncalves,M,10/19/1940,7.0,Salvador,10.0,xxx-231a,3211.352,79.0,2018-03-18,0,40.0
503,2,1,2018-02-07,504.0,Igor Rodrigues,M,6/29/1968,3.0,Curitiba,2.0,teclado,30.0,80.0,2018-03-11,0,32.0
826,2,3,2018-02-07,827.0,Alex Almeida,M,12/3/1984,3.0,Curitiba,4.0,laptop gamer,5300.0,81.0,2018-03-09,0,30.0
818,8,3,2018-02-07,819.0,Rafaela Pinto,F,9/6/2002,9.0,Palmas,4.0,laptop gamer,5300.0,82.0,2018-03-19,0,40.0
886,7,3,2018-02-10,887.0,Matheus Rocha,M,10/6/1986,8.0,Brasília,4.0,laptop gamer,5300.0,83.0,2018-02-28,0,18.0
859,2,10,2018-02-10,860.0,João Barros,M,1/15/1980,3.0,Curitiba,,,,84.0,2018-02-21,0,11.0
329,8,4,2018-02-10,330.0,Matilde Goncalves,F,11/1/1948,9.0,Palmas,5.0,monitor,1500.0,85.0,2018-03-14,0,32.0
74,2,3,2018-02-11,75.0,Kai Fernandes,M,9/18/1961,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
935,2,6,2018-02-11,936.0,Vitoria Azevedo,F,6/26/1937,3.0,Curitiba,7.0,carregador,150.0,,,1,
712,2,8,2018-02-11,713.0,José Souza,M,9/4/1960,3.0,Curitiba,9.0,mesa,860.0,86.0,2018-03-06,0,23.0
131,10,9,2018-02-13,132.0,Leonor Sousa,F,3/11/1998,,,10.0,xxx-231a,3211.352,87.0,2018-02-25,0,12.0
750,7,3,2018-02-13,751.0,Martim Azevedo,M,12/30/1970,8.0,Brasília,4.0,laptop gamer,5300.0,88.0,2018-02-15,0,2.0
556,2,3,2018-02-13,557.0,Sofia Azevedo,F,6/3/1981,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
833,1,10,2018-02-15,834.0,Beatrice Correia,F,7/8/1938,2.0,Rio de Janeiro,,,,89.0,2018-02-19,0,4.0
502,2,3,2018-02-15,503.0,Samuel Araujo,M,8/19/1982,3.0,Curitiba,4.0,laptop gamer,5300.0,90.0,2018-02-17,0,2.0
880,2,3,2018-02-15,881.0,Julieta Goncalves,F,1/2/1963,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
20,2,5,2018-02-20,21.0,Gustavo Cardoso,M,10/13/1939,3.0,Curitiba,6.0,impressora,700.0,91.0,2018-03-17,0,25.0
404,7,3,2018-02-20,405.0,Bruno Oliveira,M,1/11/1936,8.0,Brasília,4.0,laptop gamer,5300.0,92.0,2018-02-26,0,6.0
166,6,3,2018-02-20,167.0,Joao Martins,M,8/30/1998,7.0,Salvador,4.0,laptop gamer,5300.0,93.0,2018-03-28,0,36.0
261,2,3,2018-02-20,262.0,Bianca Oliveira,F,7/6/1948,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
25,2,3,2018-02-20,26.0,Isabella Lima,F,8/12/1987,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
481,7,3,2018-02-20,482.0,Luiza Cardoso,F,8/3/1954,8.0,Brasília,4.0,laptop gamer,5300.0,94.0,2018-03-05,0,13.0
852,2,3,2018-02-21,853.0,Otávio Barros,M,7/2/1972,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
310,5,3,2018-02-21,311.0,Daniel Souza,M,2/16/1978,6.0,Recife,4.0,laptop gamer,5300.0,95.0,2018-02-25,0,4.0
319,6,9,2018-02-21,320.0,Otávio Cardoso,M,10/14/1940,7.0,Salvador,10.0,xxx-231a,3211.352,,,1,
79,2,1,2018-02-22,80.0,Anna Melo,F,8/10/1999,3.0,Curitiba,2.0,teclado,30.0,96.0,2018-02-22,0,0.0
833,2,10,2018-02-22,834.0,Beatrice Correia,F,7/8/1938,3.0,Curitiba,,,,,,1,
556,8,3,2018-02-22,557.0,Sofia Azevedo,F,6/3/1981,9.0,Palmas,4.0,laptop gamer,5300.0,97.0,2018-03-14,0,20.0
592,7,3,2018-02-22,593.0,Fernanda Goncalves,F,6/13/1974,8.0,Brasília,4.0,laptop gamer,5300.0,98.0,2018-03-28,0,34.0
767,9,7,2018-02-22,768.0,Evelyn Carvalho,F,9/25/1997,10.0,Vitória,8.0,cadeira,540.0,99.0,2018-03-13,0,19.0
495,4,3,2018-02-22,496.0,Rebeca Cavalcanti,F,4/27/2001,5.0,Santa Catarina,4.0,laptop gamer,5300.0,100.0,2018-03-02,0,8.0
505,7,3,2018-02-22,506.0,Brenda Costa,F,1/9/1957,8.0,Brasília,4.0,laptop gamer,5300.0,101.0,2018-04-03,0,40.0
621,8,3,2018-02-22,622.0,Luis Almeida,M,9/28/1973,9.0,Palmas,4.0,laptop gamer,5300.0,102.0,2018-02-22,0,0.0
902,3,3,2018-02-22,903.0,Bianca Santos,F,12/6/1964,4.0,Belo Horizonte,4.0,laptop gamer,5300.0,103.0,2018-03-14,0,20.0
154,10,3,2018-02-22,155.0,Luis Rodrigues,M,7/3/1973,,,4.0,laptop gamer,5300.0,104.0,2018-03-25,0,31.0
421,7,2,2018-02-22,422.0,Mariana Azevedo,F,4/23/1978,8.0,Brasília,3.0,laptop básico,2300.0,105.0,2018-02-26,0,4.0
834,7,5,2018-02-22,835.0,Gabrielly Oliveira,F,10/9/1983,8.0,Brasília,6.0,impressora,700.0,106.0,2018-02-26,0,4.0
444,2,3,2018-02-23,445.0,Giovanna Rodrigues,F,8/20/1982,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
655,7,7,2018-02-23,656.0,Martim Cavalcanti,M,6/27/1978,8.0,Brasília,8.0,cadeira,540.0,107.0,2018-03-15,0,20.0
913,1,1,2018-02-23,914.0,Eduarda Cunha,F,12/10/1951,2.0,Rio de Janeiro,2.0,teclado,30.0,108.0,2018-02-23,0,0.0
739,8,3,2018-02-23,740.0,Gabrielly Pereira,F,10/6/2002,9.0,Palmas,4.0,laptop gamer,5300.0,109.0,2018-02-26,0,3.0
423,7,7,2018-02-23,424.0,Marcos Pereira,M,8/3/1986,8.0,Brasília,8.0,cadeira,540.0,110.0,2018-03-25,0,30.0
642,4,3,2018-02-23,643.0,Otávio Sousa,M,1/4/1958,5.0,Santa Catarina,4.0,laptop gamer,5300.0,111.0,2018-03-01,0,6.0
207,10,2,2018-02-23,208.0,Kai Lima,M,1/13/2001,,,3.0,laptop básico,2300.0,112.0,2018-03-26,0,31.0
612,2,3,2018-02-23,613.0,Diego Azevedo,M,2/24/1981,3.0,Curitiba,4.0,laptop gamer,5300.0,113.0,2018-03-02,0,7.0
382,2,3,2018-02-23,383.0,Sofia Ferreira,F,12/19/1999,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
900,10,3,2018-02-24,901.0,Martim Cunha,M,2/15/1940,,,4.0,laptop gamer,5300.0,114.0,2018-04-05,0,40.0
419,7,3,2018-02-24,420.0,João Correia,M,2/19/1984,8.0,Brasília,4.0,laptop gamer,5300.0,115.0,2018-03-01,0,5.0
436,2,9,2018-02-24,437.0,Carla Araujo,F,9/13/2000,3.0,Curitiba,10.0,xxx-231a,3211.352,116.0,2018-03-24,0,28.0
846,4,5,2018-02-24,847.0,Ágatha Oliveira,F,4/1/2001,5.0,Santa Catarina,6.0,impressora,700.0,117.0,2018-03-29,0,33.0
715,2,3,2018-02-24,716.0,Julieta Castro,F,6/1/1996,3.0,Curitiba,4.0,laptop gamer,5300.0,,,1,
686,7,6,2018-02-24,687.0,Luan Costa,M,11/6/2001,8.0,Brasília,7.0,carregador,150.0,118.0,2018-03-06,0,10.0
192,4,4,2018-02-25,193.0,Sofia Alves,F,10/4/1950,5.0,Santa Catarina,5.0,monitor,1500.0,119.0,2018-04-08,0,42.0
59,6,1,2018-02-25,60.0,Camila Azevedo,F,12/11/1975,7.0,Salvador,2.0,teclado,30.0,120.0,2018-03-15,0,18.0
329,6,3,2018-02-25,330.0,Matilde Goncalves,F,11/1/1948,7.0,Salvador,4.0,laptop gamer,5300.0,121.0,2018-03-12,0,15.0
329,10,3,2018-02-26,330.0,Matilde Goncalves,F,11/1/1948,,,4.0,laptop gamer,5300.0,122.0,2018-03-25,0,27.0
826,2,6,2018-02-26,827.0,Alex Almeida,M,12/3/1984,3.0,Curitiba,7.0,carregador,150.0,123.0,2018-03-07,0,9.0
762,10,3,2018-02-26,763.0,Manuela Gomes,F,6/29/1961,,,4.0,laptop gamer,5300.0,,,1,
542,9,3,2018-02-26,543.0,Julieta Costa,F,6/18/1989,10.0,Vitória,4.0,laptop gamer,5300.0,124.0,2018-02-28,0,2.0
558,5,5,2018-02-26,559.0,Sarah Cardoso,F,12/13/2002,6.0,Recife,6.0,impressora,700.0,125.0,2018-03-06,0,8.0
686,9,4,2018-02-26,687.0,Luan Costa,M,11/6/2001,10.0,Vitória,5.0,monitor,1500.0,,,1,
891,5,3,2018-02-28,892.0,Isabela Souza,F,12/29/1997,6.0,Recife,4.0,laptop gamer,5300.0,126.0,2018-03-24,0,24.0
517,2,6,2018-02-28,518.0,Raissa Carvalho,F,7/7/1958,3.0,Curitiba,7.0,carregador,150.0,127.0,2018-03-23,0,23.0
194,10,3,2018-02-28,195.0,Carlos Barros,M,6/3/1952,,,4.0,laptop gamer,5300.0,128.0,2018-03-15,0,15.0
309,6,6,2018-03-01,310.0,Yasmin Correia,F,8/18/1987,7.0,Salvador,7.0,carregador,150.0,129.0,2018-03-25,0,24.0
191,6,8,2018-03-01,192.0,Luana Pinto,F,5/19/2002,7.0,Salvador,9.0,mesa,860.0,130.0,2018-03-20,0,19.0
65,10,10,2018-03-01,66.0,Leila Araujo,F,10/24/1982,,,,,,131.0,2018-04-07,0,37.0
406,3,1,2018-03-02,407.0,Julian Costa,M,11/14/1966,4.0,Belo Horizonte,2.0,teclado,30.0,132.0,2018-04-03,0,32.0
974,2,7,2018-03-02,975.0,Leonardo Barbosa,M,6/26/1944,3.0,Curitiba,8.0,cadeira,540.0,,,1,
803,1,3,2018-03-02,804.0,Emilly Lima,F,7/15/2001,2.0,Rio de Janeiro,4.0,laptop gamer,5300.0,133.0,2018-03-02,0,0.0
521,6,3,2018-03-05,522.0,Bianca Martins,F,10/12/1938,7.0,Salvador,4.0,laptop gamer,5300.0,,,1,
560,2,1,2018-03-05,561.0,Bianca Fernandes,F,10/16/1968,3.0,Curitiba,2.0,teclado,30.0,,,1,
739,1,3,2018-03-05,740.0,Gabrielly Pereira,F,10/6/2002,2.0,Rio de Janeiro,4.0,laptop gamer,5300.0,,,1,
659,6,3,2018-03-05,660.0,Carlos Barros,M,7/17/2002,7.0,Salvador,4.0,laptop gamer,5300.0,134.0,2018-04-08,0,34.0
871,8,3,2018-03-05,872.0,Luan Dias,M,2/10/1949,9.0,Palmas,4.0,laptop gamer,5300.0,135.0,2018-03-24,0,19.0
776,9,3,2018-03-05,777.0,Kauan Almeida,M,7/24/1976,10.0,Vitória,4.0,laptop gamer,5300.0,136.0,2018-03-26,0,21.0
797,3,3,2018-03-06,798.0,Evelyn Ferreira,F,1/2/1966,4.0,Belo Horizonte,4.0,laptop gamer,5300.0,137.0,2018-04-18,0,43.0
547,2,3,2018-03-06,548.0,Samuel Silva,M,10/22/1958,3.0,Curitiba,4.0,laptop gamer,5300.0,138.0,2018-04-10,0,35.0
493,2,1,2018-03-06,494.0,Samuel Goncalves,M,12/30/1964,3.0,Curitiba,2.0,teclado,30.0,139.0,2018-03-26,0,20.0
330,3,3,2018-03-06,331.0,Vitoria Castro,F,3/31/1987,4.0,Belo Horizonte,4.0,laptop gamer,5300.0,140.0,2018-03-28,0,22.0
735,2,3,2018-03-06,736.0,Marisa Rocha,F,6/13/1979,3.0,Curitiba,4.0,laptop gamer,5300.0,141.0,2018-03-22,0,16.0
493,2,3,2018-03-06,494.0,Samuel Goncalves,M,12/30/1964,3.0,Curitiba,4.0,laptop gamer,5300.0,142.0,2018-04-16,0,41.0
940,3,3,2018-03-07,941.0,Pedro Pereira,M,4/3/1957,4.0,Belo Horizonte,4.0,laptop gamer,5300.0,143.0,2018-04-07,0,31.0
29,6,6,2018-03-07,30.0,Mariana Cavalcanti,F,8/24/1941,7.0,Salvador,7.0,carregador,150.0,144.0,2018-03-11,0,4.0
491,7,3,2018-03-07,492.0,Vinicius Sousa,M,1/5/2003,8.0,Brasília,4.0,laptop gamer,5300.0,145.0,2018-04-18,0,42.0
916,2,3,2018-03-08,917.0,Eduarda Lima,F,10/28/1950,3.0,Curitiba,4.0,laptop gamer,5300.0,146.0,2018-04-17,0,40.0
